size,seed_42_acc,seed_43_acc,seed_44_acc,mean_acc,std_acc,seed_42_auc,seed_43_auc,seed_44_auc,mean_auc,std_auc
10000,0.5988381742738589,0.6001659751037345,0.5980082987551867,0.5990041493775934,0.0008886516406201744,0.6316871854801847,0.6337859420452316,0.6316952963464406,0.6323894746239523,0.0009874571351232687
25000,0.6003625377643504,0.5998791540785499,0.5944410876132931,0.5982275931520645,0.00268472631668908,0.634523611421246,0.6322261931344899,0.6287184189803522,0.631822741178696,0.002387068624823922
50000,0.5970893970893971,0.5881912681912682,0.5918503118503119,0.5923769923769924,0.0036516862547611756,0.6365671564555064,0.631298709653959,0.6295165887647867,0.6324608182914174,0.0029933814273378663
70379,0.5906378464394643,0.5867922026256465,0.5861954647924679,0.5878751712858595,0.0019686381949028235,0.6284080643618548,0.6300141615210483,0.6310509194803722,0.6298243817877583,0.0010872543568530876
